input,fft(real),fft(imaginary),ifft(real),ifft(imaginary)
0,-0.224508,-0.0786262,-7.35545e-010,8.74946e-010
0,0.356262,0.364403,-6.70671e-010,9.14059e-010
0,-0.272415,-0.59911,-6.02523e-010,9.41748e-010
0,-0.142181,0.702789,-5.5441e-010,9.76228e-010
0,0.281954,-0.335199,-5.01926e-010,1.01972e-009
0,-0.325185,0.0952764,-4.01882e-010,1.04146e-009
0,-0.0260311,0.120486,-3.66965e-010,1.06671e-009
0,-0.0604797,0.207132,-2.76008e-010,1.08966e-009
0,0.18098,-0.0282217,-2.38018e-010,1.11194e-009
0,-0.32754,0.0547544,-1.49111e-010,1.13175e-009
0,0.1532,0.33568,-7.50418e-011,1.14881e-009
0,0.191092,-0.0168721,2.71062e-012,1.15826e-009
0,-0.148727,-0.121209,8.52239e-011,1.15925e-009
0,0.11179,0.26137,1.60721e-010,1.14974e-009
0,-0.0957064,-0.105699,2.27818e-010,1.14594e-009
0,0.255213,0.0804499,2.99368e-010,1.14218e-009
0,-0.386451,-0.12757,3.69835e-010,1.14195e-009
0,0.170123,0.253576,4.91744e-010,1.11368e-009
0,0.00462532,0.0979389,5.54007e-010,1.08149e-009
0,0.0683074,-0.371279,6.33548e-010,1.03306e-009
0,-0.418039,0.504422,6.96241e-010,9.83093e-010
0,0.510117,-0.113097,7.13584e-010,9.46383e-010
0,-0.365434,-0.0943077,7.80653e-010,9.20077e-010
0,0.0455634,0.332979,8.43869e-010,8.91396e-010
0,0.149281,-0.209091,9.2296e-010,8.36708e-010
0,-0.248005,0.296991,9.53589e-010,7.77981e-010
0,0.327667,-0.24535,1.02438e-009,7.30734e-010
0,-0.53453,0.30497,1.05966e-009,6.6044e-010
0,0.637937,0.0629427,1.08787e-009,6.08373e-010
0,-0.516209,-0.272227,1.12846e-009,5.43999e-010
0,0.190564,0.575626,1.15927e-009,4.90373e-010
0,0.223316,-0.38341,1.20772e-009,4.14824e-010
0,-0.393839,0.13543,1.19823e-009,3.55087e-010
0,0.285795,0.279028,1.25008e-009,2.84049e-010
0,0.00907877,-0.273884,1.24609e-009,2.18038e-010
0,-0.138597,0.207438,1.26213e-009,1.50198e-010
0,0.0671964,-0.00206381,1.27411e-009,7.97307e-011
0,0.045914,0.185705,1.29219e-009,-3.2453e-012
0,0.160336,-0.165505,1.26033e-009,-8.10656e-011
0,-0.23892,-0.0474084,1.23814e-009,-1.37691e-010
0,0.0319476,0.352868,1.2282e-009,-2.03578e-010
0,0.287436,-0.250967,1.20752e-009,-2.53556e-010
0,-0.357711,0.0115766,1.20207e-009,-3.12575e-010
0,0.0273364,0.213646,1.20429e-009,-3.82378e-010
0,0.249439,0.17399,1.16402e-009,-4.64528e-010
0,-0.0408602,-0.446461,1.11645e-009,-5.16848e-010
0,-0.355302,0.449586,1.08417e-009,-5.69569e-010
0,0.433262,0.0914335,1.05625e-009,-6.25211e-010
0,-0.0345991,-0.223348,1.02956e-009,-6.83336e-010
0,-0.262307,0.147864,9.66459e-010,-7.51349e-010
0,0.327373,0.300041,9.02945e-010,-7.9722e-010
0,0.0137389,-0.305524,8.43719e-010,-8.34388e-010
0,-0.00300337,0.245311,7.83386e-010,-8.59447e-010
0,0.0602456,-0.18893,7.42288e-010,-8.91488e-010
0,-0.0428307,0.224107,6.97876e-010,-9.31105e-010
0,0.161624,-0.122762,6.0723e-010,-9.51115e-010
0,-0.164174,-0.000110907,5.77031e-010,-9.74927e-010
0,0.0243376,0.258036,4.90719e-010,-9.76214e-010
0,0.172515,-0.0580123,4.75174e-010,-9.8423e-010
0,-0.0122542,0.193687,4.18248e-010,-1.0106e-009
0,0.206989,-0.138867,3.57995e-010,-1.00373e-009
0,-0.0729811,0.207334,3.22168e-010,-1.0112e-009
0,0.249156,-0.0856683,2.94504e-010,-1.04835e-009
0,-0.0161539,0.0922355,2.43111e-010,-1.06467e-009
0,0.0806246,0.00664681,1.94842e-010,-1.09761e-009
0,0.144438,0.253557,1.31307e-010,-1.09956e-009
0,0.354123,0.0384313,9.07668e-011,-1.12448e-009
0,0.344015,-0.192916,2.94016e-011,-1.14392e-009
0,-0.239971,-0.148909,-3.7664e-011,-1.14945e-009
0,0.135406,0.918158,-9.6703e-011,-1.16025e-009
0,1.90565,0.382714,-1.64081e-010,-1.16952e-009
0,1.45634,-2.01884,-2.35187e-010,-1.16414e-009
0,-0.711581,-1.92592,-3.08521e-010,-1.16164e-009
0,-1.30584,-0.836318,-3.9227e-010,-1.13439e-009
0,-1.19826,0.426637,-4.24819e-010,-1.11106e-009
0,0.276846,0.51825,-4.99449e-010,-1.10393e-009
0,-0.0215359,-0.642346,-5.49519e-010,-1.08307e-009
0,-0.674893,-0.0536959,-6.40533e-010,-1.05816e-009
0,-0.0850145,0.312887,-6.94192e-010,-1.00769e-009
0,0.0292981,-0.353419,-7.37396e-010,-9.75576e-010
0,-0.547762,0.110383,-7.93007e-010,-9.49185e-010
0,0.188978,-0.0114365,-8.70863e-010,-8.88786e-010
0,-0.493166,-0.124364,-8.81152e-010,-8.49093e-010
0,0.0226084,0.253919,-9.60567e-010,-7.99066e-010
0,-0.0151846,-0.181123,-9.92447e-010,-7.34864e-010
0,-0.372436,-0.150996,-1.02343e-009,-6.85801e-010
0,-0.166914,0.403326,-1.0695e-009,-6.19596e-010
0,0.20422,-0.193274,-1.06591e-009,-5.67136e-010
0,-0.406704,-0.109222,-1.12097e-009,-5.12051e-010
0,-0.152755,0.313662,-1.13478e-009,-4.36515e-010
0,0.225971,-0.025415,-1.14415e-009,-3.8574e-010
0,-0.332928,-0.191771,-1.1688e-009,-3.26442e-010
0,-0.00670741,0.323237,-1.19469e-009,-2.55389e-010
0,0.0140737,-0.270049,-1.21834e-009,-1.76547e-010
0,-0.302184,0.22525,-1.20052e-009,-9.85419e-011
0,0.296136,-0.000187882,-1.1851e-009,-3.47596e-011
0,-0.275688,-0.307122,-1.18439e-009,2.77503e-011
0,-0.244168,0.228622,-1.18478e-009,1.02686e-010
0,0.0974166,0.128605,-1.13767e-009,1.62029e-010
0,0.0685533,-0.27412,-1.15414e-009,2.33182e-010
0,-0.535604,0.0524392,-1.11612e-009,3.05123e-010
0,0.292887,0.321187,-1.07683e-009,3.68165e-010
0,-0.0836929,-0.335582,-1.04409e-009,4.18805e-010
0,-0.201682,-0.0719448,-1.01672e-009,4.76078e-010
0,-0.373215,0.325161,-9.92456e-010,5.35032e-010
0,0.499758,-0.0342851,-9.65247e-010,6.00557e-010
0,-0.557584,-0.250753,-9.00295e-010,6.70509e-010
0,0.0630873,0.295834,-8.2484e-010,7.08111e-010
0,-0.150763,-0.00768733,-8.06684e-010,7.45283e-010
0,0.0976178,-0.00932795,-7.51918e-010,8.14947e-010
0,-0.315723,-0.00350147,-6.74615e-010,8.45441e-010
0,0.0693232,0.173891,-6.18678e-010,8.83021e-010
0,-0.12012,-0.0177008,-5.58847e-010,9.16477e-010
0,0.0754964,0.110033,-5.02202e-010,9.48822e-010
0,-0.0989973,-0.220742,-4.38412e-010,9.91083e-010
0,-0.360417,0.279224,-3.59632e-010,1.0033e-009
0,0.481546,0.181813,-2.95518e-010,1.01503e-009
0,-0.374282,-0.541536,-2.39895e-010,1.04648e-009
0,-0.167103,0.669199,-1.61574e-010,1.0556e-009
0,0.351378,-0.245004,-9.40996e-011,1.07077e-009
0,-0.214684,-0.0901277,-1.62774e-011,1.07092e-009
0,-0.207983,0.105143,5.33242e-011,1.07291e-009
0,0.211174,0.115778,1.36054e-010,1.06403e-009
0,-0.205705,-0.232974,1.74775e-010,1.05499e-009
0,-0.117989,0.233056,2.62737e-010,1.04729e-009
0,0.0968327,-0.0194295,3.43642e-010,1.032e-009
0,-0.209762,-0.0554464,3.97543e-010,1.00097e-009
0,0.0131945,0.218266,4.43829e-010,9.91483e-010
0,0.0150237,-0.0482992,5.51162e-010,9.55943e-010
0,-0.0489539,-0.0512257,6.00091e-010,9.16599e-010
0,-0.219902,0.230334,6.69906e-010,8.63282e-010
0,0.359458,0.0333383,6.82712e-010,8.23543e-010
0,-0.217295,-0.145693,7.57446e-010,7.87346e-010
0,0.0290123,0.0729191,7.80582e-010,7.47413e-010
0,-0.0932488,0.178064,8.68262e-010,6.98194e-010
0,0.384139,-0.133873,9.08439e-010,6.16747e-010
0,-0.366656,-0.20329,8.93739e-010,5.74228e-010
0,0.0568137,0.237854,9.46315e-010,5.40094e-010
0,0.170763,-0.0645113,1.01162e-009,4.59413e-010
0,-0.115994,-0.398795,1.01142e-009,3.97191e-010
0,-0.360778,0.321293,1.02699e-009,3.39039e-010
0,0.257363,0.00877385,1.05526e-009,2.78823e-010
0,-0.00770201,-0.0380646,1.08322e-009,1.99779e-010
0,-0.123271,-0.17439,1.05908e-009,1.35751e-010
0,-0.028958,0.292048,1.09046e-009,7.31338e-011
0,0.293387,-0.181279,1.07516e-009,1.00532e-011
0,-0.180279,-0.290882,1.08219e-009,-6.15951e-011
0,-0.197935,0.152709,1.07819e-009,-1.39444e-010
0,0.11036,0.0626688,1.03204e-009,-1.95908e-010
0,0.197586,-0.0321599,1.04967e-009,-2.59393e-010
0,0.0022508,-0.255147,1.01684e-009,-3.4004e-010
0,0.19444,0.0700289,9.74425e-010,-3.9501e-010
0,0.502804,-0.67118,9.46568e-010,-4.43971e-010
0,-0.504032,-1.10694,9.24879e-010,-5.04448e-010
0,-1.10682,-0.293144,8.9934e-010,-5.62158e-010
0,-0.860858,0.52304,8.74839e-010,-6.37178e-010
0,0.034638,0.399656,7.9766e-010,-6.90414e-010
0,-0.317405,0.165605,7.38668e-010,-7.29347e-010
0,0.0217431,0.171012,7.2223e-010,-7.76002e-010
0,-0.153008,0.293232,6.64259e-010,-8.37937e-010
0,0.220168,-0.0940189,5.89891e-010,-8.77073e-010
0,-0.23406,-0.0536461,5.29908e-010,-9.07585e-010
0,-0.237644,0.123707,4.74141e-010,-9.39809e-010
0,0.193863,0.06612,4.1733e-010,-9.82849e-010
0,-0.411025,-0.127787,3.40571e-010,-1.0007e-009
0,-0.0029625,0.172858,2.80396e-010,-1.01917e-009
0,-0.232407,0.19444,2.16575e-010,-1.04416e-009
0,0.153413,-0.0455008,1.47038e-010,-1.05214e-009
0,-0.20394,0.0966777,8.72386e-011,-1.07032e-009
0,-0.15893,0.00178614,1.7124e-011,-1.08778e-009
0,0.180769,0.300549,-6.75781e-011,-1.08291e-009
0,-0.197538,-0.352502,-1.38733e-010,-1.07961e-009
0,-0.0421939,0.321274,-2.13856e-010,-1.05287e-009
0,-0.103642,-0.173775,-2.34785e-010,-1.06048e-009
0,-0.127802,0.170356,-3.31815e-010,-1.04986e-009
0,0.00946011,-0.000232497,-3.74756e-010,-1.03171e-009
0,-0.29892,0.00884383,-4.64782e-010,-1.01606e-009
0,0.145903,0.318743,-5.17662e-010,-9.79742e-010
0,-0.108984,-0.197692,-5.6339e-010,-9.59234e-010
0,-0.0034305,0.138093,-6.25117e-010,-9.28705e-010
0,-0.216084,0.0156174,-6.8162e-010,-9.0829e-010
0,0.117544,0.112887,-7.56029e-010,-8.61241e-010
0,-0.139451,-0.00496493,-8.2088e-010,-8.12665e-010
0,-0.0346829,0.0275969,-8.53507e-010,-7.47113e-010
0,-0.0154338,0.122526,-8.75496e-010,-7.12695e-010
0,-0.0590329,-0.0463793,-9.18463e-010,-6.67205e-010
0,0.0666695,0.000580712,-9.64091e-010,-6.20789e-010
0,-0.323943,-0.00528665,-1.0122e-009,-5.68834e-010
0,0.187994,0.163579,-1.06741e-009,-4.95012e-010
0,-0.142457,-0.0963297,-1.07368e-009,-4.24156e-010
0,-0.0532621,-0.048538,-1.09204e-009,-3.54049e-010
0,-0.170652,0.186538,-1.09962e-009,-3.02915e-010
0,0.0649439,-0.0483131,-1.13292e-009,-2.3017e-010
0,-0.0832874,0.0254726,-1.11463e-009,-1.64208e-010
0,-0.165312,-6.29687e-005,-1.14457e-009,-1.05251e-010
0,0.00891285,0.123331,-1.14198e-009,-2.386e-011
0,-0.0260664,-0.00153071,-1.1265e-009,3.72533e-011
0,-0.181508,-0.0891686,-1.13319e-009,1.11024e-010
0,0.00136435,0.342276,-1.09287e-009,1.83442e-010
0,0.00495623,-0.223775,-1.0978e-009,2.40037e-010
0,-0.00879105,0.164934,-1.06016e-009,3.18008e-010
0,-0.236467,-0.0959191,-1.02348e-009,3.70745e-010
0,0.249456,0.174416,-9.9198e-010,4.17748e-010
0,-0.411404,-0.209415,-9.73796e-010,4.76593e-010
0,0.236457,0.351821,-9.47694e-010,5.33772e-010
0,-0.173273,-0.302672,-9.27286e-010,6.04328e-010
0,-0.0876949,0.262051,-8.56965e-010,6.67998e-010
0,0.113955,-0.0556097,-8.27626e-010,7.10477e-010
0,-0.181257,-0.0736292,-7.65813e-010,7.71456e-010
0,0.00847921,0.108355,-7.07726e-010,8.23814e-010
0,-0.141259,-0.0105881,-6.37774e-010,8.62651e-010
0,0.162574,0.0578103,-5.75623e-010,8.93884e-010
0,-0.279469,-0.154647,-5.14375e-010,9.25743e-010
0,0.152501,0.244323,-4.53684e-010,9.57766e-010
0,-0.121836,-0.353629,-3.85519e-010,9.79392e-010
0,-0.186218,0.237381,-3.2407e-010,9.98087e-010
0,0.0762925,-0.10048,-2.59698e-010,1.02341e-009
0,-0.205241,-0.0515954,-1.85529e-010,1.03074e-009
0,-0.0899864,0.151088,-1.26198e-010,1.04711e-009
0,0.0560337,-0.0894505,-4.71692e-011,1.04428e-009
0,-0.20709,0.00363414,2.08676e-011,1.03883e-009
0,-0.0223406,0.0079045,4.61077e-011,1.04514e-009
0,-0.133289,0.0456099,1.26715e-010,1.05363e-009
0,0.0244105,-0.076322,2.04091e-010,1.04985e-009
0,-0.358156,-0.0068402,2.8385e-010,1.0384e-009
0,0.117241,0.313174,3.29399e-010,1.01873e-009
0,0.00481644,-0.249319,4.2091e-010,1.00029e-009
0,-0.071239,0.0497722,4.73346e-010,9.62989e-010
0,-0.17301,-0.167038,5.19023e-010,9.41781e-010
0,-0.037326,0.0554538,5.82619e-010,9.09421e-010
0,-0.306949,-0.257633,6.38416e-010,8.8515e-010
0,-0.393106,0.298977,7.1246e-010,8.31452e-010
0,0.141767,0.299574,7.31143e-010,7.95522e-010
0,0.176598,-0.156226,8.10596e-010,7.4637e-010
0,-0.0404756,-0.530308,8.32753e-010,7.02842e-010
0,-1.05662,-0.190015,8.7658e-010,6.52403e-010
0,-0.332785,0.69211,9.20296e-010,6.03263e-010
0,-0.177219,0.407887,9.71115e-010,5.40191e-010
0,0.161992,0.274592,9.71267e-010,4.81089e-010
0,-0.119762,0.23952,1.02422e-009,4.34961e-010
0,0.09387,0.176094,1.04857e-009,3.58794e-010
0,0.095186,0.275949,1.06163e-009,2.94671e-010
0,0.155071,-0.13518,1.08486e-009,2.26573e-010
0,-0.243027,0.0977304,1.0689e-009,1.63825e-010
0,0.166358,0.342182,1.1042e-009,1.03769e-010
0,0.119713,-0.251587,1.10065e-009,1.78169e-011
0,-0.167033,0.248208,1.08815e-009,-4.54138e-011
0,0.175989,-0.0639536,1.08897e-009,-1.097e-010
0,-0.0552044,0.0198942,1.0555e-009,-1.90255e-010
0,-0.102907,-0.0182324,1.05497e-009,-2.47089e-010
0,0.0117018,0.103266,1.01766e-009,-3.16373e-010
0,-0.100803,0.105453,9.86167e-010,-3.75791e-010
0,0.259993,0.0325394,9.49173e-010,-4.2443e-010
0,-0.221579,-0.228025,9.31273e-010,-4.79432e-010
0,-0.0734942,0.318141,9.03771e-010,-5.39641e-010
0,0.200071,-0.161948,8.74419e-010,-6.01775e-010
0,-0.239502,-0.0035315,8.03286e-010,-6.44577e-010
0,-0.0523264,0.00518831,7.91306e-010,-7.01675e-010
0,-0.0292635,0.294332,7.26331e-010,-7.55952e-010
0,0.220307,-0.316453,6.58956e-010,-7.95012e-010
0,-0.43018,0.0844319,6.01618e-010,-8.20563e-010
0,0.185013,0.171287,5.89663e-010,-8.62187e-010
0,-0.0434597,-0.232927,5.24033e-010,-9.06668e-010
0,-0.297681,0.126385,4.59261e-010,-9.40714e-010
0,0.102643,0.0798771,4.04479e-010,-9.8028e-010
0,-0.149028,0.0383198,3.35212e-010,-1.00925e-009
0,0.0454055,-0.0177635,2.70143e-010,-1.02919e-009
0,-0.167631,0.100863,2.02874e-010,-1.05598e-009
0,0.031542,-0.040779,1.28713e-010,-1.0631e-009
0,-0.138953,0.168562,6.61076e-011,-1.08027e-009
0,0.0868954,-0.0783502,-8.2403e-012,-1.09403e-009
0,-0.153996,0.0805172,-8.56799e-011,-1.09461e-009
0,0.00664703,0.00591941,-1.65366e-010,-1.09267e-009
0,-0.0710236,0.000791506,-2.51013e-010,-1.06984e-009
0,-0.120173,0.127956,-2.85489e-010,-1.04719e-009
0,0.15615,-0.0941779,-3.65282e-010,-1.04508e-009
0,-0.395627,0.0465305,-4.13048e-010,-1.02498e-009
0,0.244876,0.211188,-5.04582e-010,-1.01154e-009
0,-0.0830114,-0.248563,-5.63247e-010,-9.67506e-010
0,-0.293265,0.0594778,-6.16424e-010,-9.40697e-010
0,0.0308399,0.259773,-6.83791e-010,-8.99197e-010
0,0.0211932,-0.0963873,-7.42199e-010,-8.54433e-010
0,-0.109546,-0.0425953,-7.7165e-010,-8.05661e-010
0,-0.308505,0.202532,-8.38423e-010,-7.6716e-010
0,0.347824,0.233698,-8.72509e-010,-7.07631e-010
0,-0.108144,-0.416794,-9.01367e-010,-6.66204e-010
0,-0.424078,0.31105,-9.46592e-010,-6.15304e-010
0,0.336209,0.216861,-9.99636e-010,-5.54933e-010
0,-0.0885668,-0.232636,-1.00608e-009,-4.88836e-010
0,-0.165791,0.0683183,-1.0201e-009,-4.40804e-010
0,-0.0619441,0.227035,-1.08094e-009,-3.80463e-010
0,0.167053,-0.053886,-1.10139e-009,-2.93477e-010
0,-0.133303,-0.0609725,-1.06609e-009,-2.35156e-010
0,-0.132531,0.0543012,-1.0955e-009,-1.9231e-010
0,-0.0157564,0.114263,-1.09548e-009,-1.17998e-010
0,0.0590741,0.0743344,-1.12435e-009,-6.23901e-011
0,-0.0670842,-0.271669,-1.12511e-009,2.2589e-011
0,-0.293842,0.341789,-1.11932e-009,9.81334e-011
0,0.23234,-0.0544861,-1.0732e-009,1.62526e-010
0,-0.115142,-0.0269735,-1.07461e-009,2.23609e-010
0,-0.279076,-0.046317,-1.04385e-009,2.91981e-010
0,0.0931058,0.404213,-1.00956e-009,3.51267e-010
0,0.0415128,-0.216546,-9.76433e-010,4.01529e-010
0,-0.0733337,0.0829369,-9.55486e-010,4.58082e-010
0,-0.129833,0.0213181,-9.26149e-010,5.15428e-010
0,0.0608856,0.0733903,-8.98647e-010,5.76785e-010
0,-0.0871805,-0.012367,-8.27307e-010,6.19105e-010
0,-0.0858521,-0.0838764,-8.15921e-010,6.75216e-010
0,-0.255685,0.320288,-7.49836e-010,7.26548e-010
0,0.377724,0.0359534,-6.82641e-010,7.57554e-010
0,-0.207573,-0.155839,-6.7502e-010,7.97059e-010
0,0.0613173,0.0247626,-6.14797e-010,8.56387e-010
0,-0.23832,-0.1055,-5.45086e-010,8.9306e-010
0,-0.0812979,0.0811829,-4.83699e-010,9.24513e-010
0,-0.200487,-0.0967278,-4.24436e-010,9.52804e-010
0,-0.56853,0.102275,-3.62168e-010,9.87991e-010
0,-0.34564,0.888055,-2.94268e-010,1.00807e-009
0,0.621916,0.906866,-2.25661e-010,1.0258e-009
0,1.2541,-0.183751,-1.56612e-010,1.03785e-009
0,-0.0123977,-0.995113,-9.22676e-011,1.05374e-009
0,-0.344405,-0.104889,-2.04621e-011,1.06613e-009
0,-0.258168,0.0259502,5.92916e-011,1.06385e-009
0,0.202359,0.168081,1.39286e-010,1.05368e-009
0,-0.0890992,-0.324746,1.76143e-010,1.04412e-009
0,-0.108694,0.11317,2.61969e-010,1.03657e-009
0,-0.0153456,-0.0609643,3.39703e-010,1.02081e-009
0,0.0300976,-0.167419,3.88063e-010,9.89087e-010
0,-0.451677,0.0256805,4.29242e-010,9.89734e-010
0,0.293648,0.18974,5.39702e-010,9.57727e-010
0,-0.246965,-0.25638,5.91286e-010,9.17776e-010
0,0.00222194,0.0304211,6.58366e-010,8.64454e-010
0,-0.367181,0.0543812,6.68158e-010,8.29418e-010
0,0.241309,0.0988782,7.44192e-010,7.86565e-010
0,-0.356239,-0.165897,7.63881e-010,7.56272e-010
0,-0.0550753,0.293983,8.49813e-010,7.09477e-010
0,0.0989501,0.0808173,8.87569e-010,6.37306e-010
0,0.00209225,-0.218496,9.1868e-010,5.79424e-010
0,-0.291601,0.197274,9.15359e-010,5.29626e-010
0,0.236638,0.0274349,9.72064e-010,4.86796e-010
0,-0.154773,-0.0972245,9.9185e-010,4.10994e-010
0,-0.0567383,-0.0195768,1.00004e-009,3.6228e-010
0,-0.0897752,0.126927,1.02376e-009,2.96735e-010
0,0.0421218,-0.160038,1.03504e-009,2.52816e-010
0,-0.210035,0.107153,1.07254e-009,1.8524e-010
0,0.0538835,-0.101091,1.06606e-009,1.05181e-010
0,-0.28533,0.079697,1.05143e-009,5.11852e-011
0,0.209972,0.114832,1.0953e-009,-1.94668e-011
0,-0.210583,-0.406709,1.04721e-009,-9.60533e-011
0,-0.360646,0.38467,1.04176e-009,-1.50089e-010
0,0.275171,-0.0299032,1.04414e-009,-2.116e-010
0,-0.274704,-0.227255,1.01574e-009,-2.9067e-010
0,-0.375545,0.28893,9.75494e-010,-3.46669e-010
0,0.358389,0.178878,9.47011e-010,-3.95476e-010
0,-0.316899,-0.34692,9.25504e-010,-4.53236e-010
0,-0.177219,0.368726,9.03895e-010,-5.0992e-010
0,0.106934,0.0314021,8.75988e-010,-5.81096e-010
0,-0.126913,-0.113652,7.98047e-010,-6.25122e-010
0,-0.179975,0.199061,7.89143e-010,-6.73766e-010
0,0.0573186,0.0573285,7.22255e-010,-7.33426e-010
0,-0.0619856,-0.0507889,6.5505e-010,-7.56744e-010
0,-0.15711,0.121893,6.48256e-010,-8.05037e-010
0,0.0368254,-0.0724002,5.82238e-010,-8.57644e-010
0,-0.246792,0.181692,5.17086e-010,-9.00486e-010
0,0.104565,-0.0860805,4.51351e-010,-9.25374e-010
0,-0.275482,0.161097,3.93557e-010,-9.65198e-010
0,0.0218849,0.0025004,3.15944e-010,-9.77015e-010
0,-0.0821173,0.212288,2.60497e-010,-9.9782e-010
0,0.00582897,-0.120655,2.01426e-010,-1.02688e-009
0,-0.132947,0.171453,1.22685e-010,-1.03637e-009
0,-0.0024375,-0.0134902,5.88924e-011,-1.05102e-009
0,-0.0589709,0.0325699,-2.15632e-011,-1.04984e-009
0,-0.172425,-0.00782355,-9.46802e-011,-1.04619e-009
0,-0.0903618,0.188911,-1.69574e-010,-1.02292e-009
0,0.0227829,0.047629,-1.9036e-010,-1.02805e-009
0,-0.0646564,-0.00678823,-2.83682e-010,-1.01865e-009
0,-0.184116,0.0235075,-3.24526e-010,-1.00037e-009
0,-0.0441045,0.238711,-4.09058e-010,-9.93743e-010
0,0.0137707,-0.0742477,-4.65277e-010,-9.54127e-010
0,-0.183063,0.106521,-5.1012e-010,-9.41043e-010
0,-0.089769,0.127909,-5.74815e-010,-9.11223e-010
0,0.0294669,0.133024,-6.30611e-010,-8.8285e-010
0,-0.100887,0.0370776,-6.99885e-010,-8.42935e-010
0,-0.00669226,0.0683293,-7.61719e-010,-7.9486e-010
0,-0.214293,0.171233,-7.92465e-010,-7.35808e-010
0,0.235902,0.157682,-8.15785e-010,-7.0401e-010
0,-0.202173,-0.166726,-8.61198e-010,-6.58371e-010
0,-0.179124,0.305984,-9.03714e-010,-6.11946e-010
0,0.0724803,0.230192,-9.48365e-010,-5.6164e-010
0,0.111662,0.0406099,-1.00201e-009,-4.90748e-010
0,-0.140819,0.0850798,-1.00361e-009,-4.27294e-010
0,0.0285844,0.263695,-1.01606e-009,-3.78785e-010
0,0.220763,0.260825,-1.04205e-009,-3.15689e-010
0,0.202527,-0.264834,-1.06479e-009,-2.57263e-010
0,-0.294818,0.329799,-1.09602e-009,-1.79767e-010
0,0.548956,0.224508,-1.07529e-009,-1.07149e-010
0,0.333886,-0.187811,-1.06295e-009,-4.84684e-011
0,0.171603,-0.400075,-1.05927e-009,4.75223e-012
0,-0.0955163,-0.416677,-1.06189e-009,6.38998e-011
0,-0.59276,-0.0655247,-1.0603e-009,1.22942e-010
0,0.133835,0.391271,-1.07407e-009,2.0527e-010
0,0.169607,-0.175014,-1.02584e-009,2.7647e-010
0,-0.0582916,-0.369861,-9.91428e-010,3.32453e-010
0,-0.426902,-0.0406131,-9.60497e-010,3.80766e-010
0,-0.283844,0.127291,-9.39172e-010,4.3781e-010
0,0.0335574,0.372271,-9.16874e-010,4.94348e-010
0,0.124672,-0.127867,-8.91356e-010,5.57462e-010
0,-0.119067,-0.00707436,-8.18837e-010,6.09169e-010
0,0.00487366,0.0251083,-8.02627e-010,6.55595e-010
0,-0.170185,-0.143805,-7.35514e-010,7.05683e-010
0,-0.108628,0.194663,-7.17262e-010,7.43183e-010
0,-0.087391,-0.0625636,-6.64045e-010,8.0799e-010
0,-0.150846,0.141403,-5.9743e-010,8.50683e-010
0,0.0668279,0.259844,-5.35126e-010,8.93295e-010
0,0.102785,-0.347505,-4.66935e-010,9.17801e-010
0,-0.402589,0.292656,-4.06829e-010,9.58336e-010
0,0.194381,0.0112679,-3.28919e-010,9.67925e-010
0,-0.0358883,0.109557,-2.71072e-010,9.90946e-010
0,-0.0595535,-0.157074,-2.02432e-010,1.00287e-009
0,-0.0915929,0.166829,-1.38229e-010,1.02226e-009
0,0.0129237,0.0514392,-6.35353e-011,1.02006e-009
0,0.0288174,-0.13892,6.67452e-014,1.02634e-009
0,-0.254226,0.0974563,7.70197e-011,1.01838e-009
0,0.00247958,0.101145,1.05842e-010,1.01274e-009
0,0.0883495,0.0500646,1.85019e-010,1.01835e-009
0,-0.174845,-0.122246,2.63339e-010,1.00971e-009
0,-0.0811999,0.149134,3.08315e-010,9.92479e-010
0,0.0107175,0.163323,4.03289e-010,9.67741e-010
0,0.0889039,-0.200453,4.41806e-010,9.34349e-010
0,-0.271704,0.128593,4.87881e-010,9.22985e-010
0,0.0886062,0.097855,5.53198e-010,8.92557e-010
0,0.0324372,-0.115032,6.09751e-010,8.61184e-010
0,-0.253248,0.0787186,6.77894e-010,8.14338e-010
0,0.125851,-0.0516153,6.91152e-010,7.82468e-010
0,-0.34031,0.143994,7.72653e-010,7.39954e-010
0,0.235075,0.0317487,7.99873e-010,6.95954e-010
0,-0.244502,-0.0418251,8.40724e-010,6.46572e-010
0,-0.0466756,0.135603,8.83832e-010,5.96345e-010
0,0.0464364,0.0550358,9.27212e-010,5.37123e-010
0,-0.125273,-0.0413684,9.28015e-010,4.89363e-010
0,-0.0483274,0.0981336,9.88115e-010,4.39833e-010
0,-0.0604347,0.0951704,1.00718e-009,3.65832e-010
0,0.0461521,-0.0120512,1.01843e-009,3.14357e-010
0,-0.132893,0.0360487,1.04519e-009,2.49503e-010
0,-0.023267,0.070818,1.07499e-009,1.72241e-010
0,0.014516,0.0762368,1.05617e-009,9.64929e-011
0,-0.0512349,-0.156192,1.03977e-009,4.53787e-011
0,-0.237354,0.242724,1.04312e-009,-1.67001e-011
0,0.218633,-0.0564587,1.03688e-009,-7.6147e-011
0,-0.351033,0.0237567,1.03854e-009,-1.37731e-010
0,0.109569,0.229012,1.03997e-009,-2.0479e-010
0,0.0416176,-0.0686276,1.00357e-009,-2.76932e-010
0,-0.202983,0.000866581,9.7442e-010,-3.38234e-010
0,0.101016,0.158726,9.44507e-010,-3.90969e-010
0,-0.181586,-0.0883875,9.18565e-010,-4.48991e-010
0,0.019573,0.146909,8.90651e-010,-5.05713e-010
