input,fft(real),fft(imaginary),ifft(real),ifft(imaginary)
-0.490196,0.0207842,-0.14244,-0.490196,-3.39332e-009
-0.47451,-0.206215,-0.0653816,-0.47451,-3.677e-009
-0.45098,0.190017,0.179827,-0.45098,-3.93421e-009
-0.435294,-0.0331075,-0.195799,-0.435294,-4.22167e-009
-0.403922,0.110571,-0.05402,-0.403922,-4.48861e-009
-0.380392,-0.287046,0.00401631,-0.380392,-4.67819e-009
-0.356863,0.355577,0.0757388,-0.356863,-4.9275e-009
-0.32549,-0.190747,-0.263438,-0.32549,-5.12857e-009
-0.294118,-0.0827934,0.100461,-0.294118,-5.31514e-009
-0.262745,0.128633,0.127127,-0.262745,-5.45444e-009
-0.231373,0.0115596,-0.247931,-0.231373,-5.56899e-009
-0.2,-0.0651765,0.109997,-0.2,-5.68398e-009
-0.168627,-0.00371125,-0.0311177,-0.168627,-5.81437e-009
-0.129412,0.060258,8.64066e-005,-0.129412,-5.87183e-009
-0.0980392,-0.0147019,0.0770521,-0.0980392,-5.92565e-009
-0.0588235,0.114738,-0.162817,-0.0588235,-5.95679e-009
-0.027451,-0.0754077,0.160187,-0.027451,-5.94947e-009
0.0117647,0.199769,-0.173736,0.0117647,-5.95169e-009
0.0509804,-0.0928192,-0.043308,0.0509804,-5.87083e-009
0.0823529,-0.0216685,0.036151,0.0823529,-5.79726e-009
0.121569,0.143516,-0.0658533,0.121569,-5.70535e-009
0.152941,-0.06978,0.00325877,0.152941,-5.57314e-009
0.184314,0.0880568,-0.1532,0.184314,-5.45411e-009
0.223529,-0.0559171,0.131588,0.223529,-5.31109e-009
0.254902,0.104307,-0.230839,0.254902,-5.11006e-009
0.286275,-0.0461837,0.0947623,0.286275,-4.89992e-009
0.317647,-0.0117134,-0.196963,0.317647,-4.65211e-009
0.341176,-0.00041333,0.117242,0.341176,-4.42393e-009
0.372549,0.00160154,-0.127606,0.372549,-4.17407e-009
0.396078,0.0555545,0.00923776,0.396078,-3.89035e-009
0.419608,-0.0833822,-0.123382,0.419608,-3.62262e-009
0.443137,0.0670645,0.0548472,0.443137,-3.3589e-009
0.466667,-0.0685914,-0.244145,0.466667,-3.05028e-009
0.490196,-0.170202,0.132127,0.490196,-2.71377e-009
0.505882,0.0430384,-0.0272717,0.505882,-2.34813e-009
0.521569,-0.0863585,0.0332227,0.521569,-2.01919e-009
0.537255,-0.0128364,0.119689,0.537255,-1.63123e-009
0.545098,0.171991,-0.0531441,0.545098,-1.26828e-009
0.552941,-0.128088,-0.0130411,0.552941,-9.05046e-010
0.560784,0.118468,-0.0682294,0.560784,-5.64508e-010
0.568627,-0.131178,-0.054034,0.568627,-1.83787e-010
0.568627,-0.310345,-0.164867,0.568627,2.03908e-010
0.568627,-0.310976,0.725601,0.568627,5.60985e-010
0.568627,0.413735,0.288978,0.568627,9.28059e-010
0.560784,0.422541,0.396968,0.560784,1.28676e-009
0.560784,0.706875,-0.388649,0.560784,1.6241e-009
0.552941,-0.00669154,-0.376839,0.552941,2.0244e-009
0.537255,-0.00284807,-0.26723,0.537255,2.34748e-009
0.529412,-0.197207,0.013567,0.529412,2.69256e-009
0.513725,0.217332,-0.0273745,0.513725,3.02441e-009
0.498039,-0.149215,-0.127648,0.498039,3.37093e-009
0.47451,0.105492,0.100367,0.47451,3.65559e-009
0.458824,0.109436,-0.00834293,0.458824,3.93603e-009
0.435294,0.168722,-0.177142,0.435294,4.23221e-009
0.411765,-0.0257796,-0.0209173,0.411765,4.51003e-009
0.380392,0.208269,-0.13763,0.380392,4.72803e-009
0.356863,0.0177749,-0.204462,0.356863,4.94253e-009
0.32549,-0.0408388,-0.209235,0.32549,5.13732e-009
0.294118,-0.143453,-0.00174626,0.294118,5.32982e-009
0.262745,0.216457,-0.0472984,0.262745,5.45948e-009
0.231373,-0.19915,-0.349895,0.231373,5.59058e-009
0.2,-0.121591,0.224463,0.2,5.69471e-009
0.168627,0.177422,-0.0527301,0.168627,5.81818e-009
0.129412,0.101461,-0.243598,0.129412,5.8745e-009
0.0980392,-0.361454,-0.143057,0.0980392,5.91821e-009
0.0588235,0.183832,0.340571,0.0588235,5.93904e-009
0.027451,0.221129,-0.490194,0.027451,5.94003e-009
-0.0117647,-0.430466,-0.115872,-0.0117647,5.92524e-009
-0.0431373,-0.0566537,0.246007,-0.0431373,5.85831e-009
-0.0823529,0.339889,-0.029526,-0.0823529,5.81262e-009
-0.113725,-0.235994,-0.480116,-0.113725,5.72326e-009
-0.152941,-0.211633,0.364699,-0.152941,5.60964e-009
-0.184314,0.222663,-0.129193,-0.184314,5.45554e-009
-0.215686,-0.0305691,-0.0993598,-0.215686,5.33231e-009
-0.254902,-0.205957,-0.194135,-0.254902,5.14683e-009
-0.286275,-0.118556,0.293666,-0.286275,4.90761e-009
-0.309804,0.235238,-0.0742662,-0.309804,4.69847e-009
-0.341176,-0.121597,-0.165082,-0.341176,4.47725e-009
-0.372549,-0.1526,0.0788821,-0.372549,4.21684e-009
-0.396078,0.103695,0.19344,-0.396078,3.93074e-009
-0.419608,0.217031,-0.200657,-0.419608,3.67208e-009
-0.443137,-0.249505,-0.122927,-0.443137,3.395e-009
-0.466667,0.0716119,0.232618,-0.466667,3.07832e-009
-0.490196,0.162128,-0.212618,-0.490196,2.75319e-009
-0.505882,-0.109857,-0.0290466,-0.505882,2.38397e-009
-0.521569,-0.0172547,-0.110618,-0.521569,2.05136e-009
-0.537255,-0.0480014,0.166082,-0.537255,1.66084e-009
-0.545098,0.182436,-0.178642,-0.545098,1.28797e-009
-0.552941,-0.130919,-0.0961075,-0.552941,9.41246e-010
-0.560784,-0.14983,0.0138521,-0.560784,5.8315e-010
-0.568627,0.14798,0.202679,-0.568627,2.02987e-010
-0.568627,0.135994,-0.285036,-0.568627,-1.65887e-010
-0.568627,-0.254562,-0.0393319,-0.568627,-5.2257e-010
-0.568627,0.0749276,0.178211,-0.568627,-8.67115e-010
-0.568627,0.195595,-0.105289,-0.568627,-1.26302e-009
-0.560784,-0.158552,-0.372445,-0.560784,-1.62543e-009
-0.552941,-0.308204,0.493004,-0.552941,-2.00613e-009
-0.537255,0.614715,-0.194648,-0.537255,-2.33475e-009
-0.529412,-0.346086,-0.20965,-0.529412,-2.66149e-009
-0.513725,-0.0893653,0.0276866,-0.513725,-2.98659e-009
-0.498039,0.198501,0.319186,-0.498039,-3.32999e-009
-0.47451,0.0474784,-0.581274,-0.47451,-3.61016e-009
-0.458824,-0.31021,0.354671,-0.458824,-3.90211e-009
-0.435294,0.236927,-0.0072137,-0.435294,-4.17717e-009
-0.411765,0.106258,-0.119425,-0.411765,-4.4354e-009
-0.388235,-0.200188,-0.0483352,-0.388235,-4.69859e-009
-0.356863,0.165686,0.160358,-0.356863,-4.92604e-009
-0.32549,0.163875,-0.192888,-0.32549,-5.08533e-009
-0.301961,-0.216756,-0.119711,-0.301961,-5.26171e-009
-0.270588,0.143293,0.202456,-0.270588,-5.43464e-009
-0.239216,0.15002,-0.212368,-0.239216,-5.61371e-009
-0.2,-0.196593,-0.198323,-0.2,-5.70696e-009
-0.168627,0.0730377,0.394977,-0.168627,-5.77598e-009
-0.137255,0.236624,-0.51353,-0.137255,-5.87434e-009
-0.0980392,-0.276453,0.249368,-0.0980392,-5.91283e-009
-0.0666667,0.270397,-0.192383,-0.0666667,-5.93366e-009
-0.027451,-0.106311,-0.0516683,-0.027451,-5.94549e-009
0.00392157,-0.0152556,0.0492508,0.00392157,-5.93082e-009
0.0431373,0.236277,-0.144992,0.0431373,-5.90386e-009
0.0823529,-0.279143,-0.0175255,0.0823529,-5.80946e-009
0.113725,0.371203,0.1812,0.113725,-5.69745e-009
0.145098,0.227774,-0.414795,0.145098,-5.60026e-009
0.184314,-0.310825,-0.208136,0.184314,-5.4683e-009
0.215686,0.176041,0.230238,0.215686,-5.3025e-009
0.247059,0.277956,-0.280171,0.247059,-5.11987e-009
0.278431,0.123065,-0.395592,0.278431,-4.9351e-009
0.309804,-0.00380537,-0.441417,0.309804,-4.73156e-009
0.341176,-0.454994,-0.745374,0.341176,-4.49194e-009
0.364706,-0.882776,0.243471,0.364706,-4.24647e-009
0.396078,0.0383955,0.409184,0.396078,-3.99156e-009
0.419608,-0.0319639,-0.184171,0.419608,-3.69076e-009
0.443137,-0.292008,0.269659,0.443137,-3.402e-009
0.466667,0.18239,-0.0459498,0.466667,-3.0637e-009
0.482353,-0.275917,0.0706353,0.482353,-2.75084e-009
0.505882,0.0645405,0.234006,0.505882,-2.41308e-009
0.521569,0.273428,-0.148354,0.521569,-2.04568e-009
0.529412,-0.486591,-0.027903,0.529412,-1.6975e-009
0.545098,0.431926,0.366869,0.545098,-1.33832e-009
0.552941,0.0127302,-0.332599,0.552941,-9.72769e-010
0.560784,-0.0904695,-0.0877058,0.560784,-6.06704e-010
0.568627,0.0520899,0.269289,0.568627,-2.17245e-010
0.568627,0.146724,-0.538603,0.568627,1.6888e-010
0.568627,-0.330627,0.271038,0.568627,5.19927e-010
0.568627,0.111721,-0.239533,0.568627,8.75074e-010
0.560784,-0.110642,0.242111,0.560784,1.24239e-009
0.560784,0.145914,-0.283933,0.560784,1.59186e-009
0.552941,-0.309535,0.0152316,0.552941,1.98163e-009
0.537255,0.0787318,0.223545,0.537255,2.31152e-009
0.529412,0.142291,-0.21999,0.529412,2.64897e-009
0.513725,-0.256613,-0.0327619,0.513725,2.98696e-009
0.498039,0.016425,0.210455,0.498039,3.31824e-009
0.47451,0.228856,-0.0950293,0.47451,3.59232e-009
0.458824,-0.140133,-0.202879,0.458824,3.88872e-009
0.435294,-0.216764,0.0895412,0.435294,4.16453e-009
0.411765,0.236092,0.295023,0.411765,4.41083e-009
0.388235,0.16575,-0.508842,0.388235,4.67118e-009
0.356863,-0.537489,0.119844,0.356863,4.88631e-009
0.333333,0.368941,0.405178,0.333333,5.08975e-009
0.301961,0.226172,-0.575651,0.301961,5.28476e-009
0.270588,-0.588251,0.0791139,0.270588,5.43669e-009
0.239216,0.383277,0.3526,0.239216,5.58875e-009
0.207843,0.00993277,-0.499295,0.207843,5.71911e-009
0.168627,-0.221709,0.344644,0.168627,5.81321e-009
0.137255,0.304032,-0.347073,0.137255,5.89142e-009
0.0980392,-0.411937,0.256696,0.0980392,5.93231e-009
0.0666667,0.536772,-0.166204,0.0666667,5.94257e-009
0.027451,-0.472578,-0.297327,0.027451,5.94938e-009
-0.00392157,-0.114184,0.446782,-0.00392157,5.93219e-009
-0.0431373,0.533594,-0.167379,-0.0431373,5.88756e-009
-0.0745098,-0.590848,-0.248738,-0.0745098,5.8228e-009
-0.113725,0.315976,0.378798,-0.113725,5.7376e-009
-0.145098,-0.180836,-0.178522,-0.145098,5.62441e-009
-0.184314,0.349629,0.0630539,-0.184314,5.49988e-009
-0.215686,-0.440284,-0.261306,-0.215686,5.3222e-009
-0.247059,0.254043,0.522041,-0.247059,5.14721e-009
-0.278431,0.17724,-0.511129,-0.278431,4.95415e-009
-0.309804,-0.348393,0.239023,-0.309804,4.75371e-009
-0.341176,0.395155,0.020743,-0.341176,4.50306e-009
-0.364706,-0.17433,-0.230095,-0.364706,4.25707e-009
-0.396078,0.0546591,0.298617,-0.396078,4.01087e-009
-0.419608,0.292436,-0.41222,-0.419608,3.70442e-009
-0.443137,-0.55099,0.195872,-0.443137,3.41375e-009
-0.466667,0.677598,0.101856,-0.466667,3.08597e-009
-0.482353,-0.406383,-0.392151,-0.482353,2.77708e-009
-0.505882,0.199922,0.391244,-0.505882,2.44187e-009
-0.521569,0.076786,-0.385414,-0.521569,2.05082e-009
-0.529412,-0.147152,0.311661,-0.529412,1.72121e-009
-0.545098,0.43358,-0.311973,-0.545098,1.36292e-009
-0.552941,-0.464144,0.0535648,-0.552941,9.87019e-010
-0.560784,0.407048,0.133414,-0.560784,6.38299e-010
-0.568627,0.0675003,-0.139997,-0.568627,2.51236e-010
-0.568627,-0.0767303,-0.218037,-0.568627,-1.3261e-010
-0.568627,0.0951914,0.297311,-0.568627,-4.77803e-010
-0.568627,0.143968,-0.258313,-0.568627,-8.35321e-010
-0.568627,0.104514,0.0372798,-0.568627,-1.22526e-009
-0.560784,-0.0294154,-0.046266,-0.560784,-1.58124e-009
-0.552941,0.330885,0.00720704,-0.552941,-1.9466e-009
-0.545098,0.0594589,-0.160052,-0.545098,-2.29342e-009
-0.529412,0.120065,-0.0813972,-0.529412,-2.66246e-009
-0.513725,0.316428,0.000587969,-0.513725,-2.96145e-009
-0.498039,0.0623173,-0.437356,-0.498039,-3.27928e-009
-0.482353,0.123658,0.18544,-0.482353,-3.59355e-009
-0.458824,0.444568,-0.366879,-0.458824,-3.90242e-009
-0.435294,0.0538716,-0.198871,-0.435294,-4.15289e-009
-0.411765,0.529204,-0.197525,-0.411765,-4.39609e-009
-0.388235,0.465398,-0.453155,-0.388235,-4.62589e-009
-0.364706,1.02378,-1.21334,-0.364706,-4.87285e-009
-0.333333,-0.741388,-2.23242,-0.333333,-5.09469e-009
-0.301961,-1.80077,-0.89873,-0.301961,-5.27782e-009
-0.270588,-1.79681,0.59322,-0.270588,-5.43281e-009
-0.239216,0.0352961,1.09114,-0.239216,-5.55387e-009
-0.207843,0.166357,-0.366434,-0.207843,-5.68132e-009
-0.176471,-0.597123,-0.037449,-0.176471,-5.79091e-009
-0.137255,-0.299178,0.0189448,-0.137255,-5.86497e-009
-0.105882,-0.473129,0.3955,-0.105882,-5.92415e-009
-0.0666667,0.191278,0.0532717,-0.0666667,-5.93982e-009
-0.0352941,-0.43996,-0.0428236,-0.0352941,-5.94229e-009
0.00392157,-0.220258,0.355323,0.00392157,-5.91829e-009
0.0352941,0.242504,0.223896,0.0352941,-5.88588e-009
0.0745098,-0.151049,-0.325577,0.0745098,-5.82634e-009
0.105882,-0.302803,0.298425,0.105882,-5.73865e-009
0.145098,0.148374,0.187178,0.145098,-5.65049e-009
0.176471,0.191293,-0.210569,0.176471,-5.51529e-009
0.215686,-0.566856,-0.291106,0.215686,-5.36139e-009
0.247059,0.0411195,0.828634,0.247059,-5.16525e-009
0.278431,0.386342,-0.901431,0.278431,-4.95021e-009
0.309804,-0.973513,0.583622,0.309804,-4.71903e-009
0.333333,0.673603,-0.174073,0.333333,-4.49887e-009
0.364706,-0.627377,0.22883,0.364706,-4.26119e-009
0.388235,0.359484,-0.216404,0.388235,-4.01638e-009
0.419608,-0.467693,0.314186,0.419608,-3.72387e-009
0.443137,0.226195,-0.117859,0.443137,-3.39127e-009
0.458824,-0.0784767,0.148087,0.458824,-3.09582e-009
0.482353,-0.26783,-0.20063,0.482353,-2.78647e-009
0.498039,0.16325,0.428295,0.498039,-2.44313e-009
0.513725,-0.185154,-0.306243,0.513725,-2.11695e-009
0.529412,0.0440284,0.262394,0.529412,-1.77646e-009
0.545098,-0.14675,0.0728891,0.545098,-1.42417e-009
0.552941,0.277007,-0.113243,0.552941,-1.02352e-009
0.560784,-0.354456,0.200505,0.560784,-6.63177e-010
0.568627,0.367167,-0.215875,0.568627,-2.73368e-010
0.568627,-0.348165,0.214742,0.568627,9.72604e-011
0.568627,0.180434,-0.290154,0.568627,4.58003e-010
0.568627,-0.149666,0.389052,0.568627,8.09988e-010
0.568627,0.0140804,-0.522187,0.568627,1.20086e-009
0.560784,-0.14223,0.625489,0.560784,1.56639e-009
0.552941,0.184791,-0.569564,0.552941,1.9293e-009
0.545098,-0.35565,0.337522,0.545098,2.2932e-009
0.529412,0.167961,0.0062199,0.529412,2.65152e-009
0.513725,-0.0470947,-0.199462,0.513725,2.9537e-009
0.498039,-0.243397,0.30486,0.498039,3.27595e-009
0.482353,0.199054,-0.20063,0.482353,3.57987e-009
0.458824,-0.15412,0.256236,0.458824,3.89663e-009
0.435294,-0.0383342,-0.240965,0.435294,4.14796e-009
0.411765,0.123784,0.337371,0.411765,4.40277e-009
0.388235,-0.272535,-0.305571,0.388235,4.62805e-009
0.364706,0.303398,0.354046,0.364706,4.86262e-009
0.333333,-0.299268,-0.243737,0.333333,5.09179e-009
0.301961,0.237884,0.0738225,0.301961,5.27267e-009
0.270588,-0.335196,0.180184,0.270588,5.42716e-009
0.239216,0.416793,-0.231181,0.239216,5.5506e-009
0.207843,-0.461953,0.226105,0.207843,5.67561e-009
0.176471,0.407532,-0.0627247,0.176471,5.79473e-009
0.137255,-0.206617,-0.121865,0.137255,5.862e-009
0.105882,-0.0648444,0.194337,0.105882,5.91711e-009
0.0666667,0.226341,-0.24448,0.0666667,5.94598e-009
0.0352941,-0.378638,0.200038,0.0352941,5.94123e-009
-0.00392157,0.27184,-0.166077,-0.00392157,5.91441e-009
-0.0352941,-0.154394,0.17691,-0.0352941,5.87736e-009
-0.0745098,-0.122447,-0.32427,-0.0745098,5.81826e-009
-0.105882,0.0692186,0.474299,-0.105882,5.74533e-009
-0.145098,-0.181766,-0.409029,-0.145098,5.64118e-009
-0.176471,0.114591,0.386957,-0.176471,5.48558e-009
-0.207843,-0.247971,-0.160161,-0.207843,5.37747e-009
-0.247059,0.203719,0.164038,-0.247059,5.19805e-009
-0.278431,-0.26532,0.105566,-0.278431,4.98888e-009
-0.309804,0.303123,0.0263045,-0.309804,4.73349e-009
-0.333333,-0.183075,0.000754996,-0.333333,4.51457e-009
-0.364706,-0.0529813,0.189268,-0.364706,4.27635e-009
-0.388235,0.33852,0.0985464,-0.388235,4.03488e-009
-0.419608,-0.217831,-0.065837,-0.419608,3.74128e-009
-0.443137,0.284809,0.151624,-0.443137,3.39923e-009
-0.458824,0.024454,0.0826683,-0.458824,3.10168e-009
-0.482353,0.258861,-0.346106,-0.482353,2.79594e-009
-0.498039,-0.297101,0.181126,-0.498039,2.45197e-009
-0.513725,0.127146,-0.0536995,-0.513725,2.12841e-009
-0.529412,0.136047,0.254454,-0.529412,1.78628e-009
-0.545098,0.148317,-0.258293,-0.545098,1.43598e-009
-0.552941,0.0354289,-0.196219,-0.552941,1.05459e-009
-0.560784,-0.640261,0.156978,-0.560784,6.82591e-010
-0.568627,0.456327,0.710429,-0.568627,2.76994e-010
-0.568627,0.618214,0.0935727,-0.568627,-8.29498e-011
-0.568627,0.632282,-0.682135,-0.568627,-4.42987e-010
-0.568627,-0.314459,-0.361319,-0.568627,-7.90179e-010
-0.568627,-0.0208725,-0.184669,-0.568627,-1.18267e-009
-0.560784,-0.086188,-0.0238505,-0.560784,-1.54222e-009
-0.552941,0.0607754,-5.23385e-005,-0.552941,-1.90058e-009
-0.545098,0.198455,-0.417502,-0.545098,-2.27555e-009
-0.529412,-0.505431,0.0886107,-0.529412,-2.62427e-009
-0.513725,0.467466,-0.0721833,-0.513725,-2.9389e-009
-0.498039,-0.226094,-0.23716,-0.498039,-3.23902e-009
-0.482353,-0.152559,-0.218333,-0.482353,-3.53904e-009
-0.458824,0.0540894,0.341171,-0.458824,-3.82254e-009
-0.443137,-0.0266208,-0.599977,-0.443137,-4.09135e-009
-0.419608,-0.17891,0.342425,-0.419608,-4.39187e-009
-0.388235,-0.0046655,-0.258851,-0.388235,-4.63377e-009
-0.364706,0.0736668,0.0172675,-0.364706,-4.85464e-009
-0.333333,-0.372048,-0.113916,-0.333333,-5.0487e-009
-0.309804,0.305011,0.196148,-0.309804,-5.21775e-009
-0.278431,-0.189542,-0.391468,-0.278431,-5.41973e-009
-0.247059,-0.251725,0.304756,-0.247059,-5.57992e-009
-0.207843,0.52411,-0.00356247,-0.207843,-5.69172e-009
-0.176471,-0.434561,-0.543831,-0.176471,-5.77788e-009
-0.145098,-0.085892,0.532465,-0.145098,-5.85714e-009
-0.105882,0.373666,-0.226392,-0.105882,-5.90869e-009
-0.0745098,-0.334367,-0.378348,-0.0745098,-5.94435e-009
-0.0352941,-0.100548,0.47251,-0.0352941,-5.94976e-009
-0.00392157,0.266815,-0.400194,-0.00392157,-5.93484e-009
0.0352941,-0.297744,0.112952,0.0352941,-5.89633e-009
0.0666667,0.11496,-0.156147,0.0666667,-5.8388e-009
0.105882,-0.213128,0.0948639,0.105882,-5.76679e-009
0.137255,0.246684,-0.0813918,0.137255,-5.65919e-009
0.176471,-0.374733,-0.160593,0.176471,-5.51512e-009
0.207843,0.277171,0.263366,0.207843,-5.36702e-009
0.239216,-0.200665,-0.418742,0.239216,-5.1851e-009
0.270588,0.00976043,0.242417,0.270588,-5.01167e-009
0.301961,-0.0413429,-0.180481,0.301961,-4.82363e-009
0.333333,-0.0395472,-0.0816867,0.333333,-4.5872e-009
0.364706,-0.131425,0.132129,0.364706,-4.3138e-009
0.388235,0.101701,-0.21417,0.388235,-4.03633e-009
0.411765,-0.153821,0.0644793,0.411765,-3.75009e-009
0.435294,-0.110997,-0.106384,0.435294,-3.48805e-009
0.458824,0.105258,0.0939759,0.458824,-3.18629e-009
0.482353,-0.270329,-0.147687,0.482353,-2.85706e-009
0.498039,0.177514,0.115772,0.498039,-2.50303e-009
0.513725,-0.247702,-0.114876,0.513725,-2.16546e-009
0.529412,0.104651,0.0316477,0.529412,-1.8316e-009
0.545098,-0.208625,0.00203399,0.545098,-1.45812e-009
0.552941,0.131864,0.0713105,0.552941,-1.08525e-009
0.560784,-0.0878462,-0.221787,0.560784,-7.22879e-010
0.568627,-0.163502,0.259818,0.568627,-3.33491e-010
0.568627,0.200397,-0.273291,0.568627,5.44924e-011
0.568627,-0.310457,0.233894,0.568627,4.10026e-010
0.568627,0.151058,-0.282521,0.568627,7.55659e-010
0.568627,-0.247619,0.41399,0.568627,1.13915e-009
0.560784,0.285653,-0.331746,0.560784,1.51324e-009
0.552941,-0.227106,0.0997067,0.552941,1.87078e-009
0.545098,-0.141905,-0.0150303,0.545098,2.23653e-009
0.529412,0.312979,0.129152,0.529412,2.58444e-009
0.513725,-0.403234,-0.297953,0.513725,2.90317e-009
0.498039,0.161404,0.3433,0.498039,3.1857e-009
0.482353,-0.151545,-0.145203,0.482353,3.48585e-009
0.466667,0.201775,0.194119,0.466667,3.79193e-009
0.443137,-0.131365,-0.349032,0.443137,4.08399e-009
0.419608,-0.137702,0.4891,0.419608,4.35225e-009
0.396078,0.431808,-0.408469,0.396078,4.6083e-009
0.364706,-0.463248,0.166301,0.364706,4.84016e-009
0.341176,0.241465,-0.188464,0.341176,5.04122e-009
0.309804,-0.217582,0.288172,0.309804,5.25023e-009
0.278431,0.118536,-0.262972,0.278431,5.40444e-009
0.247059,0.015192,0.213467,0.247059,5.56638e-009
0.215686,-0.256973,-0.183157,0.215686,5.69858e-009
0.176471,0.425544,0.227868,0.176471,5.79731e-009
0.145098,-0.51548,-0.336877,0.145098,5.83603e-009
0.113725,0.351545,0.323467,0.113725,5.91163e-009
0.0745098,-0.370067,-0.239784,0.0745098,5.95481e-009
0.0431373,0.13052,0.260333,0.0431373,5.97255e-009
0.00392157,-0.150043,-0.118191,0.00392157,5.97955e-009
-0.0352941,-0.197755,0.27314,-0.0352941,5.93902e-009
-0.0666667,-0.088009,0.252287,-0.0666667,5.86431e-009
-0.105882,0.222995,0.940653,-0.105882,5.78315e-009
-0.137255,1.10323,-0.0997513,-0.137255,5.67169e-009
-0.176471,0.634777,-0.398145,-0.176471,5.52827e-009
-0.207843,-0.213558,-0.961294,-0.207843,5.37186e-009
-0.239216,-0.00423228,0.110678,-0.239216,5.18734e-009
-0.270588,-0.558922,-0.2085,-0.270588,5.01054e-009
-0.301961,0.836182,0.368562,-0.301961,4.81063e-009
-0.333333,-0.356002,-0.753287,-0.333333,4.57875e-009
-0.356863,0.147874,-0.00234606,-0.356863,4.32287e-009
-0.388235,-0.279276,-0.0282552,-0.388235,4.06605e-009
-0.411765,0.222676,-0.337675,-0.411765,3.79393e-009
-0.435294,-0.303054,0.0442549,-0.435294,3.50993e-009
-0.458824,-0.0339429,-0.19242,-0.458824,3.20493e-009
-0.482353,-0.00846124,0.103637,-0.482353,2.86769e-009
-0.498039,-0.0555293,-0.125443,-0.498039,2.51778e-009
-0.513725,0.0395644,-0.186261,-0.513725,2.17132e-009
-0.529412,-0.258072,0.112233,-0.529412,1.81717e-009
-0.537255,0.170834,-0.101163,-0.537255,1.4793e-009
-0.552941,0.00067,-0.0886516,-0.552941,1.11876e-009
-0.560784,-0.310743,-0.200331,-0.560784,7.56215e-010
-0.568627,0.156879,0.30978,-0.568627,3.57238e-010
-0.568627,0.0018269,-0.338563,-0.568627,-1.95307e-011
-0.568627,-0.122587,-0.0195406,-0.568627,-3.85766e-010
-0.568627,-0.0704368,0.0550395,-0.568627,-7.39713e-010
-0.568627,0.0343659,-0.0619546,-0.568627,-1.13489e-009
-0.560784,0.113037,-0.0300312,-0.560784,-1.48631e-009
-0.552941,-0.24265,-0.274314,-0.552941,-1.8419e-009
-0.545098,0.0835125,0.302787,-0.545098,-2.20327e-009
-0.529412,0.0913185,-0.380926,-0.529412,-2.53177e-009
-0.521569,-0.188689,-0.0332764,-0.521569,-2.85452e-009
-0.505882,-0.0808844,-0.0369149,-0.505882,-3.21938e-009
-0.482353,-0.00918412,0.000689238,-0.482353,-3.52391e-009
-0.466667,0.0428327,-0.117426,-0.466667,-3.81124e-009
-0.443137,-0.282901,-0.213193,-0.443137,-4.08299e-009
-0.419608,-0.0311644,0.39025,-0.419608,-4.35699e-009
-0.396078,0.231957,-0.359059,-0.396078,-4.60034e-009
-0.364706,-0.304767,-0.0425763,-0.364706,-4.83383e-009
-0.341176,-0.147439,0.088528,-0.341176,-5.02319e-009
-0.309804,0.343857,0.122629,-0.309804,-5.23427e-009
-0.278431,-0.288169,-0.532458,-0.278431,-5.39354e-009
-0.247059,-0.132018,0.421127,-0.247059,-5.54023e-009
-0.215686,0.137652,-0.163856,-0.215686,-5.65768e-009
-0.184314,0.0337914,-0.108026,-0.184314,-5.77773e-009
-0.145098,-0.347923,-0.159277,-0.145098,-5.85916e-009
-0.113725,0.113777,0.410229,-0.113725,-5.91583e-009
-0.0745098,0.215001,-0.495836,-0.0745098,-5.94081e-009
-0.0431373,-0.479631,0.103919,-0.0431373,-5.95124e-009
-0.00392157,0.250769,0.086825,-0.00392157,-5.93971e-009
0.027451,-0.00847238,-0.218095,0.027451,-5.90769e-009
0.0666667,-0.32073,-0.067173,0.0666667,-5.84117e-009
0.0980392,0.282367,0.179218,0.0980392,-5.76686e-009
0.137255,-0.351303,-0.360495,0.137255,-5.65995e-009
0.168627,0.245557,0.301784,0.168627,-5.52647e-009
0.2,-0.218948,-0.448644,0.2,-5.41956e-009
0.239216,-0.111217,0.135562,0.239216,-5.261e-009
0.270588,-0.0697756,0.0485599,0.270588,-5.04858e-009
0.301961,0.0269989,-0.243132,0.301961,-4.82961e-009
0.333333,-0.311429,0.175623,0.333333,-4.58654e-009
0.356863,0.201768,-0.0418728,0.356863,-4.33921e-009
0.388235,-0.224838,-0.181725,0.388235,-4.08223e-009
0.411765,-0.104239,0.177481,0.411765,-3.79378e-009
0.435294,-0.0559285,-0.149487,0.435294,-3.50831e-009
0.458824,-0.0916219,0.233615,0.458824,-3.18164e-009
0.47451,-0.0031509,-0.193308,0.47451,-2.874e-009
0.498039,-0.13638,0.215662,0.498039,-2.55435e-009
0.513725,0.0954521,-0.0718829,0.513725,-2.21203e-009
0.529412,-0.165901,0.0333792,0.529412,-1.82736e-009
0.537255,0.151334,0.0961906,0.537255,-1.49024e-009
0.552941,-0.120557,-0.101167,0.552941,-1.12073e-009
0.560784,0.137893,-0.0235598,0.560784,-7.37542e-010
0.560784,-0.251621,0.0816889,0.560784,-3.77129e-010
0.568627,0.308556,-0.213804,0.568627,-2.82027e-011
0.568627,-0.376695,0.150118,0.568627,3.58107e-010
0.568627,0.185472,-0.303163,0.568627,7.19178e-010
0.568627,-0.263272,0.321496,0.568627,1.1101e-009
0.560784,0.038297,-0.340769,0.560784,1.46908e-009
0.552941,-0.0890317,0.265094,0.552941,1.82789e-009
